Month,Year,OIL_COMPANIES,Quantity,last_updated
July,2020,"IOCL-KOYALI, GUJARAT",1092,24-06-2023
July,2020,"IOCL-HALDIA, WEST BENGAL",580,24-06-2023
July,2020,"IOCL-GUWAHATI,ASSAM",87,24-06-2023
July,2020,"IOCL-PARADIP,ODISHA",1025,24-06-2023
July,2020,"BPCL-MUMBAI, MAHARASHTRA",1097,24-06-2023
July,2020,"MRPL-MANGALORE,KARNATAKA",766,24-06-2023
July,2020,ONGC TOTAL,773,24-06-2023
July,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1035,24-06-2023
August,2020,"IOCL-MATHURA, UTTAR PRADESH",641,24-06-2023
August,2020,BORL-BINA,451,24-06-2023
August,2020,"MRPL-MANGALORE,KARNATAKA",905,24-06-2023
August,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",1369,24-06-2023
August,2020,"NEL-VADINAR,GUJARAT",1539,24-06-2023
September,2020,"IOCL-BARAUNI,BIHAR",376,24-06-2023
September,2020,"IOCL-HALDIA, WEST BENGAL",440,24-06-2023
September,2020,"IOCL-PARADIP,ODISHA",992,24-06-2023
September,2020,IOCL TOTAL,4657,24-06-2023
September,2020,"HPCL-VISAKH,ANDHRA PRADESH",728,24-06-2023
October,2020,"IOCL-BARAUNI,BIHAR",435,24-06-2023
October,2020,"IOCL-MATHURA, UTTAR PRADESH",709,24-06-2023
October,2020,"IOCL-GUWAHATI,ASSAM",84,24-06-2023
October,2020,"IOCL-DIGBOI,ASSAM",61,24-06-2023
October,2020,"BPCL-MUMBAI, MAHARASHTRA",1051,24-06-2023
October,2020,"BPCL-KOCHI, KERALA",1066,24-06-2023
October,2020,"MRPL-MANGALORE,KARNATAKA",731,24-06-2023
October,2020,HPCL-TOTAL,2327,24-06-2023
November,2020,"IOCL-HALDIA, WEST BENGAL",680,24-06-2023
November,2020,"IOCL-GUWAHATI,ASSAM",83,24-06-2023
November,2020,"IOCL-DIGBOI,ASSAM",59,24-06-2023
November,2020,"IOCL-BONGAIGAON,ASSAM",206,24-06-2023
November,2020,"BPCL-KOCHI, KERALA",1337,24-06-2023
November,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
November,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2611,24-06-2023
November,2020,"NEL-VADINAR,GUJARAT",1476,24-06-2023
December,2020,"IOCL-MATHURA, UTTAR PRADESH",871,24-06-2023
December,2020,"IOCL-GUWAHATI,ASSAM",84,24-06-2023
December,2020,"MRPL-MANGALORE,KARNATAKA",1307,24-06-2023
February,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1010,24-06-2023
March,2022,"IOCL-DIGBOI,ASSAM",61,24-06-2023
March,2022,"IOCL-BONGAIGAON,ASSAM",248,24-06-2023
March,2022,IOCL TOTAL,6636,24-06-2023
March,2022,"BPCL-KOCHI, KERALA",1522,24-06-2023
March,2022,HPCL-TOTAL,2628,24-06-2023
March,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2074,24-06-2023
April,2020,"IOCL-PANIPAT, HARYANA",457,24-06-2023
April,2020,"NRL-NUMALIGARH, ASSAM",170,24-06-2023
April,2020,BPCL-TOTAL,2086,24-06-2023
April,2020,"HPCL-MUMBAI,MAHARASHTRA",549,24-06-2023
April,2020,"HMEL-GGSR, BATHINDA, PUNJAB",593,24-06-2023
April,2020,HPCL-TOTAL,1917,24-06-2023
April,2020,"NEL-VADINAR,GUJARAT",1402,24-06-2023
May,2020,"IOCL-GUWAHATI,ASSAM",24,24-06-2023
May,2020,"MRPL-MANGALORE,KARNATAKA",566,24-06-2023
May,2020,"HPCL-VISAKH,ANDHRA PRADESH",743,24-06-2023
June,2020,"IOCL-BARAUNI,BIHAR",512,24-06-2023
July,2022,BORL-BINA,586.53,24-06-2023
July,2022,"NRL-NUMALIGARH, ASSAM",261.07,24-06-2023
July,2022,ONGC TOTAL,1433.34,24-06-2023
July,2022,"HPCL-VISAKH,ANDHRA PRADESH",683.83,24-06-2023
July,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1109.49,24-06-2023
July,2022,"RIL,JAMNAGAR,GUJARAT",2932.96,24-06-2023
July,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2549.47,24-06-2023
August,2022,"IOCL-BARAUNI,BIHAR",590.38,24-06-2023
August,2022,"IOCL-PANIPAT, HARYANA",1207.09,24-06-2023
August,2022,"BPCL-KOCHI, KERALA",1377.33,24-06-2023
August,2022,BPCL-TOTAL,3036.17,24-06-2023
September,2022,"IOCL-MATHURA, UTTAR PRADESH",767.41,24-06-2023
September,2022,"IOCL-DIGBOI,ASSAM",44.35,24-06-2023
September,2022,"IOCL-BONGAIGAON,ASSAM",244.44,24-06-2023
September,2022,HPCL-TOTAL,2533.1,24-06-2023
September,2022,GRAND TOTAL,19549.92,24-06-2023
October,2022,"IOCL-MATHURA, UTTAR PRADESH",794.59,24-06-2023
October,2022,"BPCL-MUMBAI, MAHARASHTRA",1306.88,24-06-2023
November,2022,"IOCL-PANIPAT, HARYANA",699.93,24-06-2023
November,2022,"IOCL-DIGBOI,ASSAM",59.69,24-06-2023
November,2022,CPCL-TOTAL,921,24-06-2023
November,2022,"MRPL-MANGALORE,KARNATAKA",1461.6,24-06-2023
November,2022,"HMEL-GGSR, BATHINDA, PUNJAB",978.05,24-06-2023
November,2022,"RIL,JAMNAGAR,GUJARAT",2555.92,24-06-2023
December,2022,"IOCL-BARAUNI,BIHAR",529.96,24-06-2023
December,2022,"IOCL-BONGAIGAON,ASSAM",251.22,24-06-2023
December,2022,"NRL-NUMALIGARH, ASSAM",271.76,24-06-2023
December,2022,"HPCL-MUMBAI,MAHARASHTRA",850.56,24-06-2023
December,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1116.44,24-06-2023
January,2023,"IOCL-BONGAIGAON,ASSAM",253.07,24-06-2023
January,2023,"BPCL-MUMBAI, MAHARASHTRA",1390.21,24-06-2023
January,2023,"BPCL-KOCHI, KERALA",1533.08,24-06-2023
January,2023,"HPCL-VISAKH,ANDHRA PRADESH",823.65,24-06-2023
January,2023,HPCL-TOTAL,2777.96,24-06-2023
April,2021,"IOCL-KOYALI, GUJARAT",998,24-06-2023
April,2021,"IOCL-BONGAIGAON,ASSAM",225,24-06-2023
April,2022,"IOCL-MATHURA, UTTAR PRADESH",805.13,24-06-2023
April,2022,"IOCL-BONGAIGAON,ASSAM",209.04,24-06-2023
April,2022,"IOCL-PARADIP,ODISHA",1327.97,24-06-2023
April,2022,CPCL-TOTAL,904.2,24-06-2023
April,2022,BORL-BINA,684.49,24-06-2023
April,2022,BPCL-TOTAL,3300.36,24-06-2023
April,2022,"HPCL-MUMBAI,MAHARASHTRA",731.49,24-06-2023
April,2022,GRAND TOTAL,21579.61,24-06-2023
May,2022,"IOCL-GUWAHATI,ASSAM",93.84,24-06-2023
May,2022,"NRL-NUMALIGARH, ASSAM",275.34,24-06-2023
May,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.78,24-06-2023
May,2022,"HPCL-MUMBAI,MAHARASHTRA",844.05,24-06-2023
June,2022,"IOCL-BARAUNI,BIHAR",559.48,24-06-2023
June,2022,"IOCL-DIGBOI,ASSAM",60.93,24-06-2023
June,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1078.48,24-06-2023
June,2022,GRAND TOTAL,21574.57,24-06-2023
July,2022,"IOCL-PANIPAT, HARYANA",1154.63,24-06-2023
July,2022,"IOCL-DIGBOI,ASSAM",62.85,24-06-2023
July,2022,"IOCL-BONGAIGAON,ASSAM",211.02,24-06-2023
April,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
May,2021,"IOCL-HALDIA, WEST BENGAL",624,24-06-2023
May,2021,"IOCL-MATHURA, UTTAR PRADESH",692,24-06-2023
May,2021,"HPCL-VISAKH,ANDHRA PRADESH",737,24-06-2023
May,2021,"RIL,JAMNAGAR,GUJARAT",2837,24-06-2023
May,2021,"NEL-VADINAR,GUJARAT",1692,24-06-2023
June,2021,"BPCL-MUMBAI, MAHARASHTRA",1029,24-06-2023
June,2021,"BPCL-KOCHI, KERALA",1016,24-06-2023
June,2021,"HPCL-MUMBAI,MAHARASHTRA",304,24-06-2023
June,2021,HPCL-TOTAL,1848,24-06-2023
June,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2530,24-06-2023
July,2021,BORL-BINA,623,24-06-2023
July,2021,ONGC TOTAL,1108,24-06-2023
July,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1098,24-06-2023
January,2021,"IOCL-GUWAHATI,ASSAM",90,24-06-2023
January,2021,CPCL-TOTAL,917,24-06-2023
January,2021,"NRL-NUMALIGARH, ASSAM",249,24-06-2023
January,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2648,24-06-2023
February,2021,"IOCL-PANIPAT, HARYANA",1047,24-06-2023
February,2021,BORL-BINA,601,24-06-2023
February,2021,"HPCL-MUMBAI,MAHARASHTRA",642,24-06-2023
February,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2212,24-06-2023
February,2021,RIL TOTAL,4876,24-06-2023
February,2021,"NEL-VADINAR,GUJARAT",1397,24-06-2023
March,2021,IOCL TOTAL,5927,24-06-2023
March,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1025,24-06-2023
April,2022,"IOCL-BARAUNI,BIHAR",550.61,24-06-2023
April,2022,"IOCL-DIGBOI,ASSAM",58.03,24-06-2023
April,2022,"BPCL-MUMBAI, MAHARASHTRA",1301.76,24-06-2023
April,2022,"HPCL-VISAKH,ANDHRA PRADESH",797.81,24-06-2023
April,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2116.64,24-06-2023
April,2022,RIL TOTAL,5150.91,24-06-2023
April,2022,"NEL-VADINAR,GUJARAT",1659.98,24-06-2023
May,2022,"IOCL-BARAUNI,BIHAR",584.47,24-06-2023
May,2022,"IOCL-KOYALI, GUJARAT",1358.94,24-06-2023
May,2022,"IOCL-HALDIA, WEST BENGAL",712.4,24-06-2023
May,2022,CPCL-TOTAL,1005.44,24-06-2023
May,2022,"HPCL-VISAKH,ANDHRA PRADESH",802.67,24-06-2023
May,2022,HPCL-TOTAL,2757.9,24-06-2023
June,2022,CPCL-TOTAL,972.61,24-06-2023
June,2022,"BPCL-KOCHI, KERALA",1363.85,24-06-2023
June,2022,BORL-BINA,649.82,24-06-2023
June,2022,"HPCL-MUMBAI,MAHARASHTRA",851.69,24-06-2023
June,2022,"HPCL-VISAKH,ANDHRA PRADESH",781.84,24-06-2023
June,2022,"RIL,JAMNAGAR,GUJARAT",2953.79,24-06-2023
July,2022,"IOCL-KOYALI, GUJARAT",1303.93,24-06-2023
July,2022,IOCL TOTAL,6167.19,24-06-2023
July,2022,BPCL-TOTAL,2699.54,24-06-2023
July,2022,RIL TOTAL,5482.43,24-06-2023
July,2022,"NEL-VADINAR,GUJARAT",1734.8,24-06-2023
July,2022,GRAND TOTAL,21423.24,24-06-2023
August,2022,"IOCL-MATHURA, UTTAR PRADESH",649.6,24-06-2023
August,2022,"IOCL-PARADIP,ODISHA",2.1,24-06-2023
August,2022,IOCL TOTAL,4836.86,24-06-2023
August,2022,"BPCL-MUMBAI, MAHARASHTRA",1246.63,24-06-2023
August,2022,BORL-BINA,412.22,24-06-2023
August,2022,"HPCL-VISAKH,ANDHRA PRADESH",555.78,24-06-2023
September,2022,"IOCL-BARAUNI,BIHAR",544.5,24-06-2023
September,2022,"IOCL-GUWAHATI,ASSAM",86.65,24-06-2023
September,2022,"IOCL-PARADIP,ODISHA",274.67,24-06-2023
September,2022,CPCL-TOTAL,961.61,24-06-2023
September,2022,"BPCL-MUMBAI, MAHARASHTRA",1261.03,24-06-2023
September,2022,"NRL-NUMALIGARH, ASSAM",247.85,24-06-2023
September,2022,"HPCL-MUMBAI,MAHARASHTRA",786.46,24-06-2023
September,2022,"RIL,JAMNAGAR,GUJARAT",2784.11,24-06-2023
October,2022,"IOCL-PANIPAT, HARYANA",1184.84,24-06-2023
October,2022,"IOCL-GUWAHATI,ASSAM",93.19,24-06-2023
October,2022,"IOCL-DIGBOI,ASSAM",62.42,24-06-2023
October,2022,"HPCL-VISAKH,ANDHRA PRADESH",787.49,24-06-2023
October,2022,"RIL,JAMNAGAR,GUJARAT",2931.62,24-06-2023
October,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",1759.64,24-06-2023
April,2021,"BPCL-MUMBAI, MAHARASHTRA",1225,24-06-2023
April,2021,"BPCL-KOCHI, KERALA",1363,24-06-2023
April,2021,"MRPL-MANGALORE,KARNATAKA",1100,24-06-2023
April,2021,"HPCL-MUMBAI,MAHARASHTRA",41,24-06-2023
April,2021,RIL TOTAL,5021,24-06-2023
May,2021,"IOCL-BARAUNI,BIHAR",533,24-06-2023
May,2021,"IOCL-KOYALI, GUJARAT",1042,24-06-2023
May,2021,"IOCL-BONGAIGAON,ASSAM",227,24-06-2023
May,2021,"IOCL-PARADIP,ODISHA",1045,24-06-2023
May,2021,BORL-BINA,519,24-06-2023
May,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
May,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1102,24-06-2023
May,2021,GRAND TOTAL,18970,24-06-2023
June,2021,"IOCL-BARAUNI,BIHAR",442,24-06-2023
June,2021,"IOCL-MATHURA, UTTAR PRADESH",698,24-06-2023
June,2021,IOCL TOTAL,5358,24-06-2023
June,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1063,24-06-2023
June,2021,"RIL,JAMNAGAR,GUJARAT",2690,24-06-2023
June,2021,"NEL-VADINAR,GUJARAT",1650,24-06-2023
July,2021,"IOCL-PARADIP,ODISHA",1059,24-06-2023
July,2021,"BPCL-MUMBAI, MAHARASHTRA",1253,24-06-2023
July,2021,BPCL-TOTAL,2962,24-06-2023
July,2021,GRAND TOTAL,19384,24-06-2023
August,2021,"IOCL-GUWAHATI,ASSAM",64,24-06-2023
August,2021,"IOCL-PARADIP,ODISHA",663,24-06-2023
August,2021,CPCL-TOTAL,629,24-06-2023
August,2021,BORL-BINA,598,24-06-2023
August,2021,BPCL-TOTAL,2971,24-06-2023
August,2021,"HPCL-MUMBAI,MAHARASHTRA",299,24-06-2023
August,2021,GRAND TOTAL,18439,24-06-2023
September,2021,"IOCL-MATHURA, UTTAR PRADESH",723,24-06-2023
September,2021,"IOCL-PARADIP,ODISHA",838,24-06-2023
September,2021,CPCL-TOTAL,497,24-06-2023
September,2021,"NRL-NUMALIGARH, ASSAM",238,24-06-2023
September,2021,"MRPL-MANGALORE,KARNATAKA",988,24-06-2023
September,2021,"NEL-VADINAR,GUJARAT",1668,24-06-2023
September,2021,GRAND TOTAL,18214,24-06-2023
October,2021,"IOCL-BARAUNI,BIHAR",427,24-06-2023
October,2021,"IOCL-HALDIA, WEST BENGAL",736,24-06-2023
October,2021,IOCL TOTAL,5517,24-06-2023
October,2021,BPCL-TOTAL,3213,24-06-2023
October,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",6,24-06-2023
October,2021,"MRPL-MANGALORE,KARNATAKA",1463,24-06-2023
October,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2644,24-06-2023
November,2021,"IOCL-HALDIA, WEST BENGAL",708,24-06-2023
November,2021,"IOCL-DIGBOI,ASSAM",61,24-06-2023
September,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
September,2020,"MRPL-MANGALORE,KARNATAKA",813,24-06-2023
September,2020,"HPCL-MUMBAI,MAHARASHTRA",670,24-06-2023
September,2020,HPCL-TOTAL,2414,24-06-2023
September,2020,"RIL,JAMNAGAR,GUJARAT",2779,24-06-2023
September,2020,GRAND TOTAL,17707,24-06-2023
October,2020,IOCL TOTAL,5662,24-06-2023
November,2020,"IOCL-MATHURA, UTTAR PRADESH",796,24-06-2023
November,2020,"NRL-NUMALIGARH, ASSAM",230,24-06-2023
November,2020,"MRPL-MANGALORE,KARNATAKA",1011,24-06-2023
November,2020,HPCL-TOTAL,2457,24-06-2023
November,2020,"RIL,JAMNAGAR,GUJARAT",2871,24-06-2023
November,2020,RIL TOTAL,5482,24-06-2023
December,2020,"IOCL-PANIPAT, HARYANA",1359,24-06-2023
December,2020,"IOCL-BONGAIGAON,ASSAM",204,24-06-2023
December,2020,"BPCL-KOCHI, KERALA",1329,24-06-2023
December,2020,BORL-BINA,625,24-06-2023
December,2020,BPCL-TOTAL,3414,24-06-2023
December,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1027,24-06-2023
December,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2691,24-06-2023
February,2022,RIL TOTAL,4790,24-06-2023
February,2022,"NEL-VADINAR,GUJARAT",1563,24-06-2023
March,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6,24-06-2023
March,2022,"MRPL-MANGALORE,KARNATAKA",1504,24-06-2023
March,2022,"HPCL-VISAKH,ANDHRA PRADESH",825,24-06-2023
March,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1092,24-06-2023
March,2022,"NEL-VADINAR,GUJARAT",1690,24-06-2023
April,2020,IOCL TOTAL,3046,24-06-2023
April,2020,"BPCL-MUMBAI, MAHARASHTRA",768,24-06-2023
April,2020,"BPCL-KOCHI, KERALA",815,24-06-2023
April,2020,BORL-BINA,332,24-06-2023
April,2020,ONGC TOTAL,673,24-06-2023
April,2020,RIL TOTAL,5314,24-06-2023
May,2020,"IOCL-BARAUNI,BIHAR",337,24-06-2023
May,2020,"IOCL-MATHURA, UTTAR PRADESH",730,24-06-2023
May,2020,"IOCL-DIGBOI,ASSAM",56,24-06-2023
May,2020,"HPCL-MUMBAI,MAHARASHTRA",525,24-06-2023
May,2020,GRAND TOTAL,16347,24-06-2023
June,2020,"IOCL-KOYALI, GUJARAT",1041,24-06-2023
June,2020,"IOCL-BONGAIGAON,ASSAM",193,24-06-2023
June,2020,"BPCL-KOCHI, KERALA",931,24-06-2023
June,2020,BPCL-TOTAL,2540,24-06-2023
June,2020,"HPCL-VISAKH,ANDHRA PRADESH",725,24-06-2023
June,2020,"RIL,JAMNAGAR,GUJARAT",2605,24-06-2023
June,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2047,24-06-2023
June,2020,RIL TOTAL,4652,24-06-2023
June,2020,"NEL-VADINAR,GUJARAT",1394,24-06-2023
June,2020,GRAND TOTAL,17537,24-06-2023
July,2020,"IOCL-DIGBOI,ASSAM",51,24-06-2023
July,2020,BORL-BINA,411,24-06-2023
July,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",1468,24-06-2023
July,2020,GRAND TOTAL,17680,24-06-2023
August,2020,"IOCL-KOYALI, GUJARAT",834,24-06-2023
August,2020,"IOCL-PANIPAT, HARYANA",977,24-06-2023
August,2020,"IOCL-DIGBOI,ASSAM",56,24-06-2023
August,2020,"IOCL-BONGAIGAON,ASSAM",206,24-06-2023
August,2020,ONGC TOTAL,913,24-06-2023
September,2020,"IOCL-KOYALI, GUJARAT",899,24-06-2023
September,2020,"IOCL-GUWAHATI,ASSAM",75,24-06-2023
September,2020,"IOCL-DIGBOI,ASSAM",46,24-06-2023
November,2022,"IOCL-BARAUNI,BIHAR",573.35,24-06-2023
November,2022,"IOCL-BONGAIGAON,ASSAM",244.09,24-06-2023
November,2022,"IOCL-PARADIP,ODISHA",1330.62,24-06-2023
November,2022,IOCL TOTAL,5796.21,24-06-2023
November,2022,BORL-BINA,691.93,24-06-2023
November,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.3,24-06-2023
November,2022,ONGC TOTAL,1467.89,24-06-2023
November,2022,"HPCL-VISAKH,ANDHRA PRADESH",801.28,24-06-2023
November,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2677.79,24-06-2023
December,2022,"IOCL-KOYALI, GUJARAT",1326.2,24-06-2023
December,2022,"IOCL-HALDIA, WEST BENGAL",731.49,24-06-2023
December,2022,"IOCL-DIGBOI,ASSAM",61.96,24-06-2023
December,2022,"BPCL-MUMBAI, MAHARASHTRA",1344.11,24-06-2023
December,2022,ONGC TOTAL,1510.51,24-06-2023
January,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1116.62,24-06-2023
April,2021,"IOCL-BARAUNI,BIHAR",471,24-06-2023
April,2021,"IOCL-HALDIA, WEST BENGAL",696,24-06-2023
January,2021,ONGC TOTAL,1427,24-06-2023
January,2021,"HPCL-MUMBAI,MAHARASHTRA",639,24-06-2023
January,2021,"HPCL-VISAKH,ANDHRA PRADESH",800,24-06-2023
January,2021,"HMEL-GGSR, BATHINDA, PUNJAB",801,24-06-2023
January,2021,HPCL-TOTAL,2240,24-06-2023
February,2021,"IOCL-GUWAHATI,ASSAM",80,24-06-2023
February,2021,"IOCL-DIGBOI,ASSAM",22,24-06-2023
February,2021,IOCL TOTAL,5387,24-06-2023
February,2021,CPCL-TOTAL,758,24-06-2023
February,2021,"BPCL-MUMBAI, MAHARASHTRA",1264,24-06-2023
February,2021,ONGC TOTAL,1305,24-06-2023
February,2021,HPCL-TOTAL,1392,24-06-2023
March,2021,"IOCL-BARAUNI,BIHAR",569,24-06-2023
March,2021,"IOCL-DIGBOI,ASSAM",23,24-06-2023
March,2021,"BPCL-MUMBAI, MAHARASHTRA",1376,24-06-2023
March,2021,BORL-BINA,602,24-06-2023
March,2021,ONGC TOTAL,1369,24-06-2023
March,2021,RIL TOTAL,4890,24-06-2023
November,2021,"IOCL-PARADIP,ODISHA",1120,24-06-2023
December,2021,"IOCL-HALDIA, WEST BENGAL",264,24-06-2023
December,2021,"IOCL-PANIPAT, HARYANA",1298,24-06-2023
December,2021,"BPCL-MUMBAI, MAHARASHTRA",1304,24-06-2023
December,2021,"BPCL-KOCHI, KERALA",1360,24-06-2023
December,2021,RIL TOTAL,5529,24-06-2023
January,2022,"IOCL-GUWAHATI,ASSAM",92,24-06-2023
January,2022,"MRPL-MANGALORE,KARNATAKA",1440,24-06-2023
January,2022,"RIL,JAMNAGAR,GUJARAT",3042,24-06-2023
February,2022,"IOCL-DIGBOI,ASSAM",50,24-06-2023
February,2022,"BPCL-KOCHI, KERALA",1394,24-06-2023
February,2022,BPCL-TOTAL,3225,24-06-2023
February,2022,"NRL-NUMALIGARH, ASSAM",234,24-06-2023
July,2021,"RIL,JAMNAGAR,GUJARAT",2743,24-06-2023
July,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2284,24-06-2023
July,2021,RIL TOTAL,5027,24-06-2023
August,2021,"IOCL-BARAUNI,BIHAR",296,24-06-2023
August,2021,"IOCL-HALDIA, WEST BENGAL",709,24-06-2023
August,2021,"IOCL-MATHURA, UTTAR PRADESH",643,24-06-2023
August,2021,"IOCL-PANIPAT, HARYANA",1150,24-06-2023
August,2021,"IOCL-DIGBOI,ASSAM",56,24-06-2023
August,2021,"BPCL-KOCHI, KERALA",1087,24-06-2023
August,2021,"RIL,JAMNAGAR,GUJARAT",2873,24-06-2023
August,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2237,24-06-2023
September,2021,"IOCL-KOYALI, GUJARAT",1005,24-06-2023
September,2021,"BPCL-KOCHI, KERALA",1338,24-06-2023
September,2021,BPCL-TOTAL,2874,24-06-2023
September,2021,"HPCL-MUMBAI,MAHARASHTRA",411,24-06-2023
September,2021,HPCL-TOTAL,2037,24-06-2023
September,2021,"RIL,JAMNAGAR,GUJARAT",2841,24-06-2023
October,2021,"IOCL-MATHURA, UTTAR PRADESH",854,24-06-2023
October,2021,"IOCL-GUWAHATI,ASSAM",93,24-06-2023
October,2021,"NRL-NUMALIGARH, ASSAM",254,24-06-2023
October,2021,"HPCL-VISAKH,ANDHRA PRADESH",853,24-06-2023
November,2021,"IOCL-GUWAHATI,ASSAM",83,24-06-2023
September,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1016,24-06-2023
September,2020,RIL TOTAL,5009,24-06-2023
September,2020,"NEL-VADINAR,GUJARAT",1460,24-06-2023
October,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
October,2020,"HPCL-MUMBAI,MAHARASHTRA",496,24-06-2023
October,2020,"HPCL-VISAKH,ANDHRA PRADESH",793,24-06-2023
October,2020,"RIL,JAMNAGAR,GUJARAT",3023,24-06-2023
October,2020,RIL TOTAL,5464,24-06-2023
November,2020,BPCL-TOTAL,3409,24-06-2023
November,2020,"HPCL-MUMBAI,MAHARASHTRA",612,24-06-2023
November,2020,"HPCL-VISAKH,ANDHRA PRADESH",808,24-06-2023
November,2020,GRAND TOTAL,20782,24-06-2023
December,2020,"IOCL-BARAUNI,BIHAR",553,24-06-2023
December,2020,"IOCL-KOYALI, GUJARAT",1173,24-06-2023
December,2020,"IOCL-HALDIA, WEST BENGAL",709,24-06-2023
December,2020,"IOCL-PARADIP,ODISHA",977,24-06-2023
December,2020,"BPCL-MUMBAI, MAHARASHTRA",1200,24-06-2023
December,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
December,2020,"HPCL-MUMBAI,MAHARASHTRA",578,24-06-2023
December,2020,"HPCL-VISAKH,ANDHRA PRADESH",707,24-06-2023
December,2020,"NEL-VADINAR,GUJARAT",1544,24-06-2023
July,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",4.98,24-06-2023
July,2022,"HPCL-MUMBAI,MAHARASHTRA",876.49,24-06-2023
August,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",3.93,24-06-2023
August,2022,"MRPL-MANGALORE,KARNATAKA",1182.21,24-06-2023
August,2022,ONGC TOTAL,1186.14,24-06-2023
August,2022,"HPCL-MUMBAI,MAHARASHTRA",766.9,24-06-2023
August,2022,"RIL,JAMNAGAR,GUJARAT",3029.94,24-06-2023
August,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2146.64,24-06-2023
August,2022,"NEL-VADINAR,GUJARAT",1750.8,24-06-2023
September,2022,"IOCL-KOYALI, GUJARAT",1270.87,24-06-2023
September,2022,"IOCL-HALDIA, WEST BENGAL",701.74,24-06-2023
September,2022,BPCL-TOTAL,3067.65,24-06-2023
September,2022,ONGC TOTAL,1336.44,24-06-2023
September,2022,"HPCL-VISAKH,ANDHRA PRADESH",814.04,24-06-2023
September,2022,"NEL-VADINAR,GUJARAT",1692.16,24-06-2023
October,2022,"IOCL-BONGAIGAON,ASSAM",254.15,24-06-2023
October,2022,"IOCL-PARADIP,ODISHA",1239.11,24-06-2023
October,2022,BPCL-TOTAL,2593.06,24-06-2023
October,2022,"NRL-NUMALIGARH, ASSAM",279.61,24-06-2023
October,2022,"NEL-VADINAR,GUJARAT",1716.96,24-06-2023
November,2022,"IOCL-KOYALI, GUJARAT",1254.26,24-06-2023
November,2022,"IOCL-HALDIA, WEST BENGAL",708.1,24-06-2023
November,2022,"BPCL-MUMBAI, MAHARASHTRA",1216.45,24-06-2023
November,2022,"BPCL-KOCHI, KERALA",1380.82,24-06-2023
November,2022,"NEL-VADINAR,GUJARAT",25.55,24-06-2023
November,2022,GRAND TOTAL,19580.02,24-06-2023
December,2022,"IOCL-MATHURA, UTTAR PRADESH",879.89,24-06-2023
December,2022,"IOCL-PANIPAT, HARYANA",890.41,24-06-2023
December,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.46,24-06-2023
December,2022,RIL TOTAL,5307.9,24-06-2023
December,2022,GRAND TOTAL,22272.56,24-06-2023
January,2023,"IOCL-KOYALI, GUJARAT",1259.75,24-06-2023
January,2023,"IOCL-MATHURA, UTTAR PRADESH",805.76,24-06-2023
January,2023,"IOCL-DIGBOI,ASSAM",62.73,24-06-2023
January,2023,CPCL-TOTAL,990.3,24-06-2023
January,2023,"NRL-NUMALIGARH, ASSAM",284.05,24-06-2023
